a,aa_after,bg_after,bg_before,chunk,cut_before,cut_next,delta,executed,k,micro,occ_mid,reward_exec,reward_raw,shielded,tt_after
3,25.243399069645548,0.28,0.28,94,176.0,177.0,1.0,,4,474,0.0010999999940395355,,0.14387808231535928,,98.3478210440173
2,25.500884491908536,0.28,0.28,94,176.0,176.0,0.0,,5,474,0.0010999999940395355,,0.24458765458137766,,98.39647139939042
2,25.500884491908536,0.28,0.28,94,176.0,176.0,0.0,,6,474,0.0010999999940395355,,0.24458765458137766,,98.39647139939042
2,25.500884491908536,0.28,0.28,94,176.0,176.0,0.0,,7,474,0.0010999999940395355,,0.24458765458137766,,98.39647139939042
2,25.500884491908536,0.28,0.28,94,176.0,176.0,0.0,,8,474,0.0010999999940395355,,0.24458765458137766,,98.39647139939042
2,25.500884491908536,0.28,0.28,94,176.0,176.0,0.0,,9,474,0.0010999999940395355,,0.24458765458137766,,98.39647139939042
2,25.500884491908536,0.28,0.28,94,176.0,176.0,0.0,,10,474,0.0010999999940395355,,0.24458765458137766,,98.39647139939042
1,25.7858874402149,0.28,0.28,94,176.0,175.0,-1.0,,11,474,0.0010999999940395355,,0.14535226189948294,,98.44512175476355
2,25.500884491908536,0.28,0.28,94,176.0,176.0,0.0,,12,474,0.0010999999940395355,,0.24458765458137766,,98.39647139939042
2,25.500884491908536,0.28,0.28,94,176.0,176.0,0.0,,13,474,0.0010999999940395355,,0.24458765458137766,,98.39647139939042
2,25.500884491908536,0.28,0.28,94,176.0,176.0,0.0,,14,474,0.0010999999940395355,,0.24458765458137766,,98.39647139939042
2,25.500884491908536,0.28,0.28,94,176.0,176.0,0.0,,15,474,0.0010999999940395355,,0.24458765458137766,,98.39647139939042
2,24.995741335255193,0.27,0.28,94,176.0,178.0,2.0,1,0,474,0.0010999999940395355,0.5551997641853073,0.24458765983581543,1,98.30207037869953
2,24.557770185598017,0.23,0.23,95,178.0,178.0,0.0,,0,475,0.00139999995008111,,0.8020162541933901,,98.22517845554835
2,24.557770185598017,0.23,0.23,95,178.0,178.0,0.0,,1,475,0.00139999995008111,,0.8020162541933901,,98.22517845554835
2,24.557770185598017,0.23,0.23,95,178.0,178.0,0.0,,2,475,0.00139999995008111,,0.8020162541933901,,98.22517845554835
2,24.557770185598017,0.23,0.23,95,178.0,178.0,0.0,,3,475,0.00139999995008111,,0.8020162541933901,,98.22517845554835
2,24.557770185598017,0.23,0.23,95,178.0,178.0,0.0,,4,475,0.00139999995008111,,0.8020162541933901,,98.22517845554835
2,24.557770185598017,0.23,0.23,95,178.0,178.0,0.0,,5,475,0.00139999995008111,,0.8020162541933901,,98.22517845554835
2,24.557770185598017,0.23,0.23,95,178.0,178.0,0.0,,6,475,0.00139999995008111,,0.8020162541933901,,98.22517845554835
2,24.557770185598017,0.23,0.23,95,178.0,178.0,0.0,,7,475,0.00139999995008111,,0.8020162541933901,,98.22517845554835
2,24.557770185598017,0.23,0.23,95,178.0,178.0,0.0,,8,475,0.00139999995008111,,0.8020162541933901,,98.22517845554835
3,24.332203300399687,0.23,0.23,95,178.0,179.0,1.0,,9,475,0.00139999995008111,,0.7013626544917799,,98.17456197274497
2,24.557770185598017,0.23,0.23,95,178.0,178.0,0.0,,10,475,0.00139999995008111,,0.8020162541933901,,98.22517845554835
1,24.8084000580406,0.24,0.23,95,178.0,177.0,-1.0,,11,475,0.00139999995008111,,1.1347251713036217,,98.27709279688514
2,24.557770185598017,0.23,0.23,95,178.0,178.0,0.0,,12,475,0.00139999995008111,,0.8020162541933901,,98.22517845554835
2,24.557770185598017,0.23,0.23,95,178.0,178.0,0.0,,13,475,0.00139999995008111,,0.8020162541933901,,98.22517845554835
0,25.06826366262581,0.24,0.23,95,178.0,176.0,-2.0,,14,475,0.00139999995008111,,1.0354317901416046,,98.32381570408826
1,24.8084000580406,0.24,0.23,95,178.0,177.0,-1.0,,15,475,0.00139999995008111,,1.1347251713036217,,98.27709279688514
1,24.8084000580406,0.24,0.23,95,178.0,177.0,-1.0,1,11,475,0.00139999995008111,1.1347251713036217,1.1347252130508423,0,98.27709279688514
2,24.8084000580406,0.23,0.23,95,177.0,177.0,0.0,,0,476,0.0010000000474974513,,0.8027251713036224,,98.27709279688514
2,24.8084000580406,0.23,0.23,95,177.0,177.0,0.0,,1,476,0.0010000000474974513,,0.8027251713036224,,98.27709279688514
3,24.557770185598017,0.23,0.23,95,177.0,178.0,1.0,,2,476,0.0010000000474974513,,0.7020162541933901,,98.22517845554835
2,24.8084000580406,0.23,0.23,95,177.0,177.0,0.0,,3,476,0.0010000000474974513,,0.8027251713036224,,98.27709279688514
2,24.8084000580406,0.23,0.23,95,177.0,177.0,0.0,,4,476,0.0010000000474974513,,0.8027251713036224,,98.27709279688514
2,24.8084000580406,0.23,0.23,95,177.0,177.0,0.0,,5,476,0.0010000000474974513,,0.8027251713036224,,98.27709279688514
2,24.8084000580406,0.23,0.23,95,177.0,177.0,0.0,,6,476,0.0010000000474974513,,0.8027251713036224,,98.27709279688514
2,24.8084000580406,0.23,0.23,95,177.0,177.0,0.0,,7,476,0.0010000000474974513,,0.8027251713036224,,98.27709279688514
4,24.332203300399687,0.23,0.23,95,177.0,179.0,2.0,,8,476,0.0010000000474974513,,0.6013626544917798,,98.17456197274497
2,24.8084000580406,0.23,0.23,95,177.0,177.0,0.0,,9,476,0.0010000000474974513,,0.8027251713036224,,98.27709279688514
3,24.557770185598017,0.23,0.23,95,177.0,178.0,1.0,,10,476,0.0010000000474974513,,0.7020162541933901,,98.22517845554835
3,24.557770185598017,0.23,0.23,95,177.0,178.0,1.0,,11,476,0.0010000000474974513,,0.7020162541933901,,98.22517845554835
1,25.06826366262581,0.23,0.23,95,177.0,176.0,-1.0,,12,476,0.0010000000474974513,,0.7034317901416054,,98.32381570408826
2,24.8084000580406,0.23,0.23,95,177.0,177.0,0.0,,13,476,0.0010000000474974513,,0.8027251713036224,,98.27709279688514
0,25.345275626904456,0.24,0.23,95,177.0,175.0,-2.0,,14,476,0.0010000000474974513,,1.036193471435509,,98.37573004542504
3,24.557770185598017,0.23,0.23,95,177.0,178.0,1.0,,15,476,0.0010000000474974513,,0.7020162541933901,,98.22517845554835
0,25.345275626904456,0.24,0.23,95,177.0,175.0,-2.0,1,14,476,0.0010000000474974513,1.036193471435509,1.0361934900283813,0,98.37573004542504
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,0,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,1,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,2,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,3,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,4,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,5,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,6,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,7,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,8,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,9,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,10,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,11,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,12,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,13,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
3,25.06826366262581,0.21,0.21,95,175.0,176.0,1.0,,14,477,0.0019000000320374966,,-0.25656820985839557,,98.32381570408826
2,25.345275626904456,0.21,0.21,95,175.0,175.0,0.0,,15,477,0.0019000000320374966,,-0.15580652856449123,,98.37573004542504
2,25.857088208524054,0.24,0.21,95,175.0,173.0,-2.0,1,0,477,0.0019000000320374966,0.6536324113294425,-0.1558065265417099,1,98.47955872809864
4,25.345275626904456,0.22,0.22,95,173.0,175.0,2.0,,0,478,0.0010000000474974513,,0.04419347143550911,,98.37573004542504
2,25.857088208524054,0.22,0.22,95,173.0,173.0,0.0,,1,478,0.0010000000474974513,,0.24563241132944275,,98.47955872809864
2,25.857088208524054,0.22,0.22,95,173.0,173.0,0.0,,2,478,0.0010000000474974513,,0.24563241132944275,,98.47955872809864
3,25.613053859040484,0.22,0.22,95,173.0,174.0,1.0,,3,478,0.0010000000474974513,,0.14495485528459637,,98.43218689162882
2,25.857088208524054,0.22,0.22,95,173.0,173.0,0.0,,4,478,0.0010000000474974513,,0.24563241132944275,,98.47955872809864
2,25.857088208524054,0.22,0.22,95,173.0,173.0,0.0,,5,478,0.0010000000474974513,,0.24563241132944275,,98.47955872809864
2,25.857088208524054,0.22,0.22,95,173.0,173.0,0.0,,6,478,0.0010000000474974513,,0.24563241132944275,,98.47955872809864
2,25.857088208524054,0.22,0.22,95,173.0,173.0,0.0,,7,478,0.0010000000474974513,,0.24563241132944275,,98.47955872809864
2,25.857088208524054,0.22,0.22,95,173.0,173.0,0.0,,8,478,0.0010000000474974513,,0.24563241132944275,,98.47955872809864
2,25.857088208524054,0.22,0.22,95,173.0,173.0,0.0,,9,478,0.0010000000474974513,,0.24563241132944275,,98.47955872809864
2,25.857088208524054,0.22,0.22,95,173.0,173.0,0.0,,10,478,0.0010000000474974513,,0.24563241132944275,,98.47955872809864
0,26.40847392789774,0.22,0.22,95,173.0,171.0,-2.0,,11,478,0.0010000000474974513,,0.047085604572213446,,98.56716417910448
2,25.857088208524054,0.22,0.22,95,173.0,173.0,0.0,,12,478,0.0010000000474974513,,0.24563241132944275,,98.47955872809864
2,25.857088208524054,0.22,0.22,95,173.0,173.0,0.0,,13,478,0.0010000000474974513,,0.24563241132944275,,98.47955872809864
2,25.857088208524054,0.22,0.22,95,173.0,173.0,0.0,,14,478,0.0010000000474974513,,0.24563241132944275,,98.47955872809864
2,25.857088208524054,0.22,0.22,95,173.0,173.0,0.0,,15,478,0.0010000000474974513,,0.24563241132944275,,98.47955872809864
2,26.40847392789774,0.22,0.22,95,173.0,171.0,-2.0,1,1,478,0.0010000000474974513,0.047085604572213446,0.24563241004943848,1,98.56716417910448
2,26.40847392789774,0.34,0.34,95,171.0,171.0,0.0,,0,479,0.0019000000320374966,,-2.1529143954277874,,98.56716417910448
2,26.40847392789774,0.34,0.34,95,171.0,171.0,0.0,,1,479,0.0019000000320374966,,-2.1529143954277874,,98.56716417910448
1,26.682847682992783,0.34,0.34,95,171.0,170.0,-1.0,,2,479,0.0019000000320374966,,-2.2521735648546515,,98.61518494484102
2,26.40847392789774,0.34,0.34,95,171.0,171.0,0.0,,3,479,0.0019000000320374966,,-2.1529143954277874,,98.56716417910448
2,26.40847392789774,0.34,0.34,95,171.0,171.0,0.0,,4,479,0.0019000000320374966,,-2.1529143954277874,,98.56716417910448
4,25.857088208524054,0.31,0.34,95,171.0,173.0,2.0,,5,479,0.0019000000320374966,,-1.586367588670558,,98.47955872809864
2,26.40847392789774,0.34,0.34,95,171.0,171.0,0.0,,6,479,0.0019000000320374966,,-2.1529143954277874,,98.56716417910448
2,26.40847392789774,0.34,0.34,95,171.0,171.0,0.0,,7,479,0.0019000000320374966,,-2.1529143954277874,,98.56716417910448
2,26.40847392789774,0.34,0.34,95,171.0,171.0,0.0,,8,479,0.0019000000320374966,,-2.1529143954277874,,98.56716417910448
2,26.40847392789774,0.34,0.34,95,171.0,171.0,0.0,,9,479,0.0019000000320374966,,-2.1529143954277874,,98.56716417910448
2,26.40847392789774,0.34,0.34,95,171.0,171.0,0.0,,10,479,0.0019000000320374966,,-2.1529143954277874,,98.56716417910448
2,26.40847392789774,0.34,0.34,95,171.0,171.0,0.0,,11,479,0.0019000000320374966,,-2.1529143954277874,,98.56716417910448
0,26.95062591512881,0.35,0.34,95,171.0,169.0,-2.0,,12,479,0.0019000000320374966,,-2.7995289882735697,,98.64243997404283
2,26.40847392789774,0.34,0.34,95,171.0,171.0,0.0,,13,479,0.0019000000320374966,,-2.1529143954277874,,98.56716417910448
2,26.40847392789774,0.34,0.34,95,171.0,171.0,0.0,,14,479,0.0019000000320374966,,-2.1529143954277874,,98.56716417910448
2,26.40847392789774,0.34,0.34,95,171.0,171.0,0.0,,15,479,0.0019000000320374966,,-2.1529143954277874,,98.56716417910448
4,25.857088208524054,0.31,0.34,95,171.0,173.0,2.0,1,5,479,0.0019000000320374966,-1.586367588670558,-1.5863676071166992,1,98.47955872809864
2,25.857088208524054,0.27,0.27,96,173.0,173.0,0.0,,0,480,0.0019000000320374966,,0.805632450795539,,98.479568594623
1,26.13014285902729,0.31,0.27,96,173.0,172.0,-1.0,,1,480,0.0019000000320374966,,-1.8216371451876494,,98.52564227357382
1,26.13014285902729,0.31,0.27,96,173.0,172.0,-1.0,,2,480,0.0019000000320374966,,-1.8216371451876494,,98.52564227357382
2,25.857088208524054,0.27,0.27,96,173.0,173.0,0.0,,3,480,0.0019000000320374966,,0.805632450795539,,98.479568594623
2,25.857088208524054,0.27,0.27,96,173.0,173.0,0.0,,4,480,0.0019000000320374966,,0.805632450795539,,98.479568594623
1,26.13014285902729,0.31,0.27,96,173.0,172.0,-1.0,,5,480,0.0019000000320374966,,-1.8216371451876494,,98.52564227357382
2,25.857088208524054,0.27,0.27,96,173.0,173.0,0.0,,6,480,0.0019000000320374966,,0.805632450795539,,98.479568594623
1,26.13014285902729,0.31,0.27,96,173.0,172.0,-1.0,,7,480,0.0019000000320374966,,-1.8216371451876494,,98.52564227357382
0,26.40847392789774,0.31,0.27,96,173.0,171.0,-2.0,,8,480,0.0019000000320374966,,-1.9209143582356631,,98.56717347713513
1,26.13014285902729,0.31,0.27,96,173.0,172.0,-1.0,,9,480,0.0019000000320374966,,-1.8216371451876494,,98.52564227357382
2,25.857088208524054,0.27,0.27,96,173.0,173.0,0.0,,10,480,0.0019000000320374966,,0.805632450795539,,98.479568594623
2,25.857088208524054,0.27,0.27,96,173.0,173.0,0.0,,11,480,0.0019000000320374966,,0.805632450795539,,98.479568594623
1,26.13014285902729,0.31,0.27,96,173.0,172.0,-1.0,,12,480,0.0019000000320374966,,-1.8216371451876494,,98.52564227357382
2,25.857088208524054,0.27,0.27,96,173.0,173.0,0.0,,13,480,0.0019000000320374966,,0.805632450795539,,98.479568594623
2,25.857088208524054,0.27,0.27,96,173.0,173.0,0.0,,14,480,0.0019000000320374966,,0.805632450795539,,98.479568594623
0,26.40847392789774,0.31,0.27,96,173.0,171.0,-2.0,,15,480,0.0019000000320374966,,-1.9209143582356631,,98.56717347713513
2,25.857088208524054,0.27,0.27,96,173.0,173.0,0.0,1,0,480,0.0019000000320374966,0.805632450795539,0.805632472038269,0,98.479568594623
2,25.857088208524054,0.29,0.29,96,173.0,173.0,0.0,,0,481,0.0008999999845400453,,-0.154367549204459,,98.479568594623
2,25.857088208524054,0.29,0.29,96,173.0,173.0,0.0,,1,481,0.0008999999845400453,,-0.154367549204459,,98.479568594623
2,25.857088208524054,0.29,0.29,96,173.0,173.0,0.0,,2,481,0.0008999999845400453,,-0.154367549204459,,98.479568594623
0,26.40847392789774,0.29,0.29,96,173.0,171.0,-2.0,,3,481,0.0008999999845400453,,-0.35291435823566314,,98.56717347713513
2,25.857088208524054,0.29,0.29,96,173.0,173.0,0.0,,4,481,0.0008999999845400453,,-0.154367549204459,,98.479568594623
2,25.857088208524054,0.29,0.29,96,173.0,173.0,0.0,,5,481,0.0008999999845400453,,-0.154367549204459,,98.479568594623
2,25.857088208524054,0.29,0.29,96,173.0,173.0,0.0,,6,481,0.0008999999845400453,,-0.154367549204459,,98.479568594623
2,25.857088208524054,0.29,0.29,96,173.0,173.0,0.0,,7,481,0.0008999999845400453,,-0.154367549204459,,98.479568594623
2,25.857088208524054,0.29,0.29,96,173.0,173.0,0.0,,8,481,0.0008999999845400453,,-0.154367549204459,,98.479568594623
2,25.857088208524054,0.29,0.29,96,173.0,173.0,0.0,,9,481,0.0008999999845400453,,-0.154367549204459,,98.479568594623
2,25.857088208524054,0.29,0.29,96,173.0,173.0,0.0,,10,481,0.0008999999845400453,,-0.154367549204459,,98.479568594623
2,25.857088208524054,0.29,0.29,96,173.0,173.0,0.0,,11,481,0.0008999999845400453,,-0.154367549204459,,98.479568594623
1,26.13014285902729,0.29,0.29,96,173.0,172.0,-1.0,,12,481,0.0008999999845400453,,-0.25363714518764935,,98.52564227357382
2,25.857088208524054,0.29,0.29,96,173.0,173.0,0.0,,13,481,0.0008999999845400453,,-0.154367549204459,,98.479568594623
2,25.857088208524054,0.29,0.29,96,173.0,173.0,0.0,,14,481,0.0008999999845400453,,-0.154367549204459,,98.479568594623
2,25.857088208524054,0.29,0.29,96,173.0,173.0,0.0,,15,481,0.0008999999845400453,,-0.154367549204459,,98.479568594623
2,25.345275626904456,0.28,0.29,96,173.0,175.0,2.0,1,0,481,0.0008999999845400453,-0.003806486403312666,-0.15436755120754242,1,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,0,482,0.0006000000284984708,,0.8041935135966887,,98.37574058571975
3,25.06826366262581,0.23,0.23,96,175.0,176.0,1.0,,1,482,0.0006000000284984708,,0.7034318336503248,,98.32382658126814
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,2,482,0.0006000000284984708,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,3,482,0.0006000000284984708,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,4,482,0.0006000000284984708,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,5,482,0.0006000000284984708,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,6,482,0.0006000000284984708,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,7,482,0.0006000000284984708,,0.8041935135966887,,98.37574058571975
1,25.613053859040484,0.23,0.23,96,175.0,174.0,-1.0,,8,482,0.0006000000284984708,,0.7049548959803252,,98.4321970655609
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,9,482,0.0006000000284984708,,0.8041935135966887,,98.37574058571975
1,25.613053859040484,0.23,0.23,96,175.0,174.0,-1.0,,10,482,0.0006000000284984708,,0.7049548959803252,,98.4321970655609
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,11,482,0.0006000000284984708,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,12,482,0.0006000000284984708,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,13,482,0.0006000000284984708,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,14,482,0.0006000000284984708,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,15,482,0.0006000000284984708,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,1,0,482,0.0006000000284984708,0.8041935135966887,0.8041934967041016,0,98.37574058571975
2,25.345275626904456,0.25,0.25,96,175.0,175.0,0.0,,0,483,0.0010000000474974513,,1.444193513596688,,98.37574058571975
2,25.345275626904456,0.25,0.25,96,175.0,175.0,0.0,,1,483,0.0010000000474974513,,1.444193513596688,,98.37574058571975
2,25.345275626904456,0.25,0.25,96,175.0,175.0,0.0,,2,483,0.0010000000474974513,,1.444193513596688,,98.37574058571975
2,25.345275626904456,0.25,0.25,96,175.0,175.0,0.0,,3,483,0.0010000000474974513,,1.444193513596688,,98.37574058571975
1,25.613053859040484,0.25,0.25,96,175.0,174.0,-1.0,,4,483,0.0010000000474974513,,1.3449548959803246,,98.4321970655609
2,25.345275626904456,0.25,0.25,96,175.0,175.0,0.0,,5,483,0.0010000000474974513,,1.444193513596688,,98.37574058571975
2,25.345275626904456,0.25,0.25,96,175.0,175.0,0.0,,6,483,0.0010000000474974513,,1.444193513596688,,98.37574058571975
2,25.345275626904456,0.25,0.25,96,175.0,175.0,0.0,,7,483,0.0010000000474974513,,1.444193513596688,,98.37574058571975
2,25.345275626904456,0.25,0.25,96,175.0,175.0,0.0,,8,483,0.0010000000474974513,,1.444193513596688,,98.37574058571975
3,25.06826366262581,0.25,0.25,96,175.0,176.0,1.0,,9,483,0.0010000000474974513,,1.3434318336503241,,98.32382658126814
1,25.613053859040484,0.25,0.25,96,175.0,174.0,-1.0,,10,483,0.0010000000474974513,,1.3449548959803246,,98.4321970655609
4,24.8084000580406,0.25,0.25,96,175.0,177.0,2.0,,11,483,0.0010000000474974513,,1.2427252160251279,,98.27710397726166
2,25.345275626904456,0.25,0.25,96,175.0,175.0,0.0,,12,483,0.0010000000474974513,,1.444193513596688,,98.37574058571975
2,25.345275626904456,0.25,0.25,96,175.0,175.0,0.0,,13,483,0.0010000000474974513,,1.444193513596688,,98.37574058571975
2,25.345275626904456,0.25,0.25,96,175.0,175.0,0.0,,14,483,0.0010000000474974513,,1.444193513596688,,98.37574058571975
3,25.06826366262581,0.25,0.25,96,175.0,176.0,1.0,,15,483,0.0010000000474974513,,1.3434318336503241,,98.32382658126814
2,25.345275626904456,0.25,0.25,96,175.0,175.0,0.0,1,0,483,0.0010000000474974513,1.444193513596688,1.4441934823989868,0,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,0,484,0.0015999999595806003,,0.8041935135966887,,98.37574058571975
4,24.8084000580406,0.23,0.23,96,175.0,177.0,2.0,,1,484,0.0015999999595806003,,0.6027252160251284,,98.27710397726166
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,2,484,0.0015999999595806003,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,3,484,0.0015999999595806003,,0.8041935135966887,,98.37574058571975
1,25.613053859040484,0.24,0.23,96,175.0,174.0,-1.0,,4,484,0.0015999999595806003,,1.1369548959803244,,98.4321970655609
3,25.06826366262581,0.23,0.23,96,175.0,176.0,1.0,,5,484,0.0015999999595806003,,0.7034318336503248,,98.32382658126814
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,6,484,0.0015999999595806003,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,7,484,0.0015999999595806003,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,8,484,0.0015999999595806003,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,9,484,0.0015999999595806003,,0.8041935135966887,,98.37574058571975
3,25.06826366262581,0.23,0.23,96,175.0,176.0,1.0,,10,484,0.0015999999595806003,,0.7034318336503248,,98.32382658126814
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,11,484,0.0015999999595806003,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,12,484,0.0015999999595806003,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,13,484,0.0015999999595806003,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,14,484,0.0015999999595806003,,0.8041935135966887,,98.37574058571975
2,25.345275626904456,0.23,0.23,96,175.0,175.0,0.0,,15,484,0.0015999999595806003,,0.8041935135966887,,98.37574058571975
1,25.613053859040484,0.24,0.23,96,175.0,174.0,-1.0,1,4,484,0.0015999999595806003,1.1369548959803244,1.1369549036026,0,98.4321970655609
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,0,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,1,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,2,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,3,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,4,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,5,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,6,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,7,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
3,25.34529384605237,0.2,0.21,97,174.0,175.0,1.0,,8,485,0.0015999999595806003,,-0.7038043178825587,,98.37627360633397
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,9,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,10,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,11,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,12,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,13,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,14,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
2,25.61308620803377,0.21,0.21,97,174.0,174.0,0.0,,15,485,0.0015999999595806003,,-0.15504289111823089,,98.43273411642546
2,26.13020249323923,0.21,0.21,97,174.0,172.0,-2.0,1,0,485,0.0015999999595806003,-0.35363485103273146,-0.1550428867340088,1,98.52618599519761
2,26.13020249323923,0.2,0.2,97,172.0,172.0,0.0,,0,486,0.0013000000035390258,,-0.5536348510327307,,98.52618599519761
2,26.13020249323923,0.2,0.2,97,172.0,172.0,0.0,,1,486,0.0013000000035390258,,-0.5536348510327307,,98.52618599519761
2,26.13020249323923,0.2,0.2,97,172.0,172.0,0.0,,2,486,0.0013000000035390258,,-0.5536348510327307,,98.52618599519761
2,26.13020249323923,0.2,0.2,97,172.0,172.0,0.0,,3,486,0.0013000000035390258,,-0.5536348510327307,,98.52618599519761
2,26.13020249323923,0.2,0.2,97,172.0,172.0,0.0,,4,486,0.0013000000035390258,,-0.5536348510327307,,98.52618599519761
2,26.13020249323923,0.2,0.2,97,172.0,172.0,0.0,,5,486,0.0013000000035390258,,-0.5536348510327307,,98.52618599519761
3,25.857133434470022,0.19,0.2,97,172.0,173.0,1.0,,6,486,0.0013000000035390258,,-1.1023652970222924,,98.4801090271919
2,26.13020249323923,0.2,0.2,97,172.0,172.0,0.0,,7,486,0.0013000000035390258,,-0.5536348510327307,,98.52618599519761
