a,aa_after,bg_after,bg_before,chunk,cut_before,cut_next,delta,executed,k,micro,occ_mid,reward_exec,reward_raw,shielded,tt_after
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,12,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,13,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,14,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,15,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,39.38664527057146,0.21,0.2,179,117.0,115.0,-2.0,1,0,897,0.001500000013038516,-0.3704876328058904,-0.5242162942886353,1,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,0,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,1,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,2,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,3,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,4,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,5,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,6,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,7,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,8,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,9,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,10,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,11,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,12,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,13,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,14,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,,15,898,0.0013000000035390258,,1.3175123671941096,,99.6847691632417
2,39.38664527057146,0.26,0.26,179,115.0,115.0,0.0,1,0,898,0.0013000000035390258,1.3175123671941096,1.3175123929977417,0,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,0,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,1,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,2,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,3,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,4,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,5,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,6,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,7,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,8,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,9,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,10,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,11,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,12,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,13,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,14,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,39.38664527057146,0.29,0.29,179,115.0,115.0,0.0,,15,899,0.001500000013038516,,-0.12248763280588948,,99.6847691632417
2,38.602121779441916,0.28,0.29,179,115.0,117.0,2.0,1,0,899,0.001500000013038516,0.027783709661592652,-0.1224876344203949,1,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,0,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,1,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,2,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,3,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,4,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,5,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,6,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,7,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,8,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,9,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,10,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,11,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,12,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,13,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,14,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,38.602121779441916,0.29,0.29,180,117.0,117.0,0.0,,15,900,0.0017999999690800905,,-0.12421629033840592,,99.64486652567734
2,37.701702772577335,0.25,0.29,180,117.0,119.0,2.0,1,0,900,0.0017999999690800905,0.5058551832076591,-0.12421628832817078,1,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,0,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,1,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,2,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,3,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,4,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,5,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,6,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,7,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,8,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,9,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,10,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,11,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,12,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,13,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,14,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,15,901,0.0008999999845400453,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,1,0,901,0.0008999999845400453,0.8338551832076588,0.8338552117347717,0,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,0,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,1,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,2,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,3,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,4,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,5,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,6,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,7,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,8,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,9,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,10,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,11,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,12,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,13,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,14,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,37.701702772577335,0.22,0.22,180,119.0,119.0,0.0,,15,902,0.0017000000225380063,,0.2738551832076583,,99.61294441562588
2,38.602121779441916,0.23,0.22,180,119.0,117.0,-2.0,1,0,902,0.0017000000225380063,0.5877837096615939,0.27385517954826355,1,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,0,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,1,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,2,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,3,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,4,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,5,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,6,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,7,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,8,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,9,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,10,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,11,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,12,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,13,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,14,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,38.602121779441916,0.32,0.32,180,117.0,117.0,0.0,,15,903,0.00139999995008111,,-1.324216290338407,,99.64486652567734
2,37.701702772577335,0.28,0.32,180,117.0,119.0,2.0,1,0,903,0.00139999995008111,-0.6941448167923421,-1.3242162466049194,1,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,0,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,1,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,2,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,3,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
3,37.28269590799679,0.23,0.23,180,119.0,120.0,1.0,,4,904,0.0017000000225380063,,0.7329214031483433,,99.58900283308726
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,5,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,6,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,7,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,8,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,9,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,10,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,11,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,12,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,13,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,14,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,,15,904,0.0017000000225380063,,0.8338551832076588,,99.61294441562588
2,37.701702772577335,0.23,0.23,180,119.0,119.0,0.0,1,0,904,0.0017000000225380063,0.8338551832076588,0.8338552117347717,0,99.61294441562588
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,0,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,1,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,2,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,3,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,4,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,5,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,6,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,7,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,8,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,9,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,10,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,11,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,12,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,13,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,14,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,36.903153153153156,0.2,0.2,181,119.0,119.0,0.0,,15,905,0.000699999975040555,,-0.5277710445531473,,99.6056622851365
2,37.781531531531535,0.2,0.2,181,119.0,117.0,-2.0,1,0,905,0.000699999975040555,-0.725872730667978,-0.5277710556983948,1,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,0,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,1,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,2,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,3,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,4,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,5,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,6,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,7,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,8,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,9,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,10,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,11,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,12,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,13,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,14,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,37.781531531531535,0.22,0.22,181,117.0,117.0,0.0,,15,906,0.00139999995008111,,0.27412726933202164,,99.64105156723964
2,38.6204954954955,0.23,0.22,181,117.0,115.0,-2.0,1,0,906,0.00139999995008111,0.5879467543883627,0.2741272747516632,1,99.67644084934277
2,38.6204954954955,0.19,0.19,181,115.0,115.0,0.0,,0,907,0.00139999995008111,,-0.9240532456116378,,99.67644084934277
2,38.6204954954955,0.19,0.19,181,115.0,115.0,0.0,,1,907,0.00139999995008111,,-0.9240532456116378,,99.67644084934277
2,38.6204954954955,0.19,0.19,181,115.0,115.0,0.0,,2,907,0.00139999995008111,,-0.9240532456116378,,99.67644084934277
2,38.6204954954955,0.19,0.19,181,115.0,115.0,0.0,,3,907,0.00139999995008111,,-0.9240532456116378,,99.67644084934277
2,38.6204954954955,0.19,0.19,181,115.0,115.0,0.0,,4,907,0.00139999995008111,,-0.9240532456116378,,99.67644084934277
2,38.6204954954955,0.19,0.19,181,115.0,115.0,0.0,,5,907,0.00139999995008111,,-0.9240532456116378,,99.67644084934277
2,38.6204954954955,0.19,0.19,181,115.0,115.0,0.0,,6,907,0.00139999995008111,,-0.9240532456116378,,99.67644084934277
2,38.6204954954955,0.19,0.19,181,115.0,115.0,0.0,,7,907,0.00139999995008111,,-0.9240532456116378,,99.67644084934277
